review_id,aspect,topic_id,sentiment
217,fan postapocalyptic fiction book,213,negative
217,adequately paced part series,238,negative
223,unleashedthe night walker god,-1,negative
223,he,101,negative
223,research assistant lukas smith,-1,negative
223,finch life,26,negative
223,danger,57,negative
223,gretchen,-1,negative
223,extremely special want protect,-1,negative
223,altar sight,201,negative
223,evil unite,75,negative
223,that,101,negative
223,study,-1,negative
223,book,16,negative
223,translate mayan glyph,-1,negative
223,releasedthe plot,19,negative
223,poor lukas,-1,negative
223,yucatan jungle,-1,negative
223,pure evil,75,negative
223,nothing,106,negative
223,she,101,negative
225,nothing,106,negative
225,dug magnificent read,131,negative
225,kwan fastpaced edgy twist,36,negative
230,one fivebook series,30,negative
230,hook book draw,-1,negative
230,grandpa fine bad dream,-1,negative
230,mother leah,-1,negative
230,multiple book,-1,negative
230,everyone,271,negative
230,current book reading end,-1,negative
230,new world,72,negative
230,year old hannah,-1,negative
230,another vision,42,negative
230,police coming tell,43,negative
230,adam eve,301,negative
230,happens secondary character,8,negative
230,that,101,negative
230,parent,23,negative
230,fliesthis book,-1,negative
230,door,76,negative
230,vision,42,negative
230,another book,259,negative
230,type commune,541,negative
230,entire world,72,negative
230,less entire fivebook series,30,negative
230,leahs father,-1,negative
230,door police,76,negative
230,dead leah,-1,negative
230,anyone,271,negative
230,lord,-1,negative
230,mother,79,negative
230,additional book series,30,negative
230,group child,270,negative
247,book,16,negative
247,money,-1,negative
247,internet direction,537,negative
247,item,569,negative
247,primarily based information,132,negative
247,duct tape bag,330,negative
276,offered price type thing,-1,negative
276,story,2,negative
276,much tale,202,negative
276,book potential poor grammar,99,negative
276,one,249,negative
276,surely competent editor,85,negative
276,luke,-1,negative
276,rein reign repeated misuse,-1,negative
284,bad little slow place,14,negative
284,interest,408,negative
284,book,16,negative
284,little twist end think,36,negative
296,whole thing,-1,negative
296,anyone,271,negative
296,writing book,-1,negative
296,stepbystep process author,1,negative
296,complete whole process,-1,negative
296,ill publishing book,320,negative
305,scary good stuff,286,negative
305,horror,80,negative
305,christian horror,80,negative
305,he,101,negative
305,bible,74,negative
305,care,-1,negative
305,author,1,negative
322,bare minimum,-1,negative
322,food great service,9,negative
332,enough character development,225,negative
351,ready part,-1,negative
361,domino effect event,135,negative
361,book,16,negative
361,anyone,271,negative
361,something,-1,negative
361,least mookie,-1,negative
379,keith deininger,530,negative
379,paragraph addition wellwritten story,-1,negative
379,atmosphere,340,negative
379,anything,106,negative
379,you,-1,negative
379,everything,106,negative
379,caught martin reality,-1,negative
379,writing style,118,negative
379,mr deininger,-1,negative
379,conclusion situation,462,negative
379,completely engrossing surreal world,382,negative
379,last kindle,24,negative
379,emotional trauma,-1,negative
381,that,101,negative
381,read,143,negative
381,something page,33,negative
381,hr,-1,negative
381,interruption,577,negative
384,wellconstructed plot,19,negative
384,that,101,negative
384,big screen adaptation,287,negative
384,book,16,negative
384,quicklykipling weave,-1,negative
384,cop,43,negative
384,angel compelling murder mystery,0,negative
387,melea,-1,negative
387,way story,-1,negative
387,flow,552,negative
391,bar downtime,152,negative
391,disturbed bloodcovered woman,-1,negative
391,sensemoreland good job,-1,negative
391,little background info event,403,negative
391,pet peeve mine,-1,negative
391,mind novella,31,negative
391,horror movie action,80,negative
391,light flashlightsits,285,negative
391,horror story sheriff,-1,negative
391,dangerous place,57,negative
391,blood coven,216,negative
391,possibility,260,negative
391,what,-1,negative
391,hippie commune idea,218,negative
391,nightthe girl blood,-1,negative
391,crime scene,0,negative
391,unknown house littered body,71,negative
391,common sense,459,negative
391,door,76,negative
391,location investigateas,14,negative
391,hippie commune,-1,negative
391,keagan,236,negative
391,regard,-1,negative
391,time day,82,negative
391,novel horror fan,-1,negative
391,ominous statement,-1,negative
391,crime scene night,0,negative
391,sightseeing daytime author,1,negative
391,nothing,106,negative
391,sheriff,43,negative
391,character either book movie,-1,negative
391,girl abigail blackwood,-1,negative
391,place,14,negative
391,supernatural threat people,-1,negative
397,short chiller life death,-1,negative
397,orbeyondi,-1,negative
397,fowler waste word,171,negative
402,familiar word,48,negative
402,failed marilyn,-1,negative
402,unusual therapy,-1,negative
402,death,54,negative
402,girl,5,negative
402,drug,198,negative
402,kindle single focus,24,negative
402,waif,62,negative
402,you,-1,negative
402,child eventually movie star,-1,negative
402,person,25,negative
402,interesting story causual reader,-1,negative
402,marilyn,4,negative
402,abundance psychoanalyitcal parlance,318,negative
402,aspect greensons life,26,negative
402,provide stability,-1,negative
402,child,23,negative
402,somethings,-1,negative
402,enough time,10,negative
402,monroe life,26,negative
402,heart story,49,negative
402,last psychotherapist attempt,318,negative
402,greenson,-1,negative
402,new information,-1,negative
402,long deathfor,264,negative
402,harsh light hollywood time,-1,negative
402,transference borderline personality,385,negative
402,literally idea,125,negative
402,woman,17,negative
402,work average reader,-1,negative
402,simulataneous feeling lust,222,negative
402,part,61,negative
412,stupid conflict way,556,negative
412,mentioned issue,53,negative
412,song jack diane,112,negative
412,seriouslyall good read,131,negative
412,chapter letdownand hell,40,negative
412,enjoyed book knock star,174,negative
412,darn,-1,negative
420,two suggest series,3,negative
420,proper feel charactershaving,-1,negative
420,blowjob food,9,negative
420,sweet end jack gravei,112,negative
420,bullying,278,negative
420,angst emotion,506,negative
420,ride form trucker,46,negative
420,child abuse,-1,negative
420,perfect finale,-1,negative
420,jack dad,112,negative
420,trace jack,112,negative
420,two men,25,negative
420,angst,506,negative
420,anything,106,negative
420,big family,15,negative
420,arejack,112,negative
420,young billy storyhint hintif,5,negative
420,school adult,5,negative
420,quite time,10,negative
420,jack throughandrew,112,negative
420,decides,37,negative
420,mmgoodbookreviewswordpresscom,-1,negative
420,two guy,25,negative
420,jack,112,negative
420,tissue,-1,negative
420,sara,350,negative
420,stop,-1,negative
420,andrew,-1,negative
420,theme book,529,negative
420,order,67,negative
420,third final book story,-1,negative
420,kind hell,-1,negative
420,awesome series book,30,negative
420,even worse child abuse,-1,negative
420,isnt thing,-1,negative
431,tale crook,202,negative
431,chaosmy mind,192,negative
431,bethe memory lane,-1,negative
431,upturned life,-1,negative
431,wife,59,negative
431,you,-1,negative
431,photographic memorya couple story,180,negative
431,skilfully doneyoull see book,-1,negative
431,one hell life,26,negative
431,highly irrational life,26,negative
431,minor offence,0,negative
431,character keith rawson,530,negative
431,eye,42,negative
431,know good visit place,-1,negative
431,straight line,308,negative
431,many time,10,negative
431,guy areit,-1,negative
431,noise good hour start,229,negative
431,end,60,negative
431,character,8,negative
431,d swear,417,negative
431,sense,459,negative
431,worried boy,518,negative
431,energy,188,negative
431,who,-1,negative
431,amazon page,331,negative
431,one occasion,-1,negative
431,readingthe picture,143,negative
431,keith rawson,530,negative
431,cop turned crook,43,negative
431,crazy drew forehead lipstick,94,negative
431,thing,-1,negative
431,huge helping good fiction,392,negative
444,katie,543,negative
444,year,291,negative
444,year book,-1,negative
444,zach,154,negative
444,lost child kind man,-1,negative
444,woman danger,-1,negative
444,hannah zach,154,negative
444,flower,439,negative
444,josh lol,-1,negative
444,seduce freak,-1,negative
444,jerk lolmy,-1,negative
444,one,249,negative
444,enjoyed kiss zach,154,negative
444,another girl,5,negative
444,excited want,-1,negative
444,month hiding fact,179,negative
444,year old girl,5,negative
444,wounded wife,59,negative
444,college time,18,negative
444,better woman insult time,10,negative
444,guy attempted rape,395,negative
444,first book,68,negative
444,anything,106,negative
444,fear kiss,-1,negative
444,zach katie,154,negative
444,actually persues,-1,negative
444,something act,108,negative
444,many time,10,negative
444,angry zach,154,negative
444,fact parent,23,negative
444,that,101,negative
444,girl randomly rape girl,395,negative
444,time,10,negative
444,katie move,543,negative
444,touch boob,120,negative
444,crap,-1,negative
444,book,16,negative
444,ended liking end,-1,negative
444,money manipulate,441,negative
444,sex wait,44,negative
444,speak know woman,17,negative
444,hatred,98,negative
444,meanwhile zach,154,negative
444,kiss book,-1,negative
444,rest book,203,negative
444,star,20,negative
444,herkatie,-1,negative
444,honest raped josh,-1,negative
444,angry katie,543,negative
444,nothing,106,negative
444,she,101,negative
444,asks,209,negative
452,every page,33,negative
452,hot steamy sex,-1,negative
452,bury hatchet,-1,negative
452,gratuitous sex scene,124,negative
452,tragedy move,161,negative
452,past guy,-1,negative
452,second full length novel,-1,negative
452,sometimes story plot,117,negative
452,magazine,-1,negative
452,gay character,8,negative
452,falling face earth brick,167,negative
452,book,16,negative
452,hometown sort thing life,-1,negative
452,little crooked ear,94,negative
452,smith,-1,negative
452,life,26,negative
452,new york plan,7,negative
484,kind book,-1,negative
484,one,249,negative
488,book series,30,negative
488,beautiful frustrating heartbreaking,404,negative
498,book,16,negative
498,worth purchasing waste time,171,negative
514,one disjointed hard follow,522,negative
540,first series,3,negative
540,stop,-1,negative
540,something,-1,negative
540,also couple mistake,137,negative
546,hard head,94,negative
546,bdsm part story,555,negative
546,next kyle camille story,492,negative
546,read book,205,negative
546,discussion,84,negative
546,book saving grace,-1,negative
546,writer crawled book,-1,negative
546,pulled part,-1,negative
546,fifty shade grey,149,negative
546,black r,149,negative
546,read series,30,negative
546,author,1,negative
546,something,-1,negative
546,dramatic show gut ranchin,377,negative
546,dept,105,negative
546,badly kyle,492,negative
546,family r,15,negative
546,know,-1,negative
546,better product,354,negative
546,ex evolve character camille,-1,negative
546,two family prejudice kyle,492,negative
546,story read book,-1,negative
546,she,101,negative
546,loose business old camille,-1,negative
565,hate title book,317,negative
565,early eighty horror story,80,negative
570,angelina,4,negative
570,deceitful cousin,303,negative
570,prince,-1,negative
570,claire,-1,negative
570,twist turn anger vengeance,36,negative
571,pay book,573,negative
571,anyone,271,negative
572,printed book lot error,316,negative
572,time,10,negative
572,ebooks,413,negative
572,printwe,289,negative
572,mom,79,negative
572,hood,-1,negative
572,craziness mother,256,negative
601,excerpt,-1,negative
603,right track,498,negative
603,job,115,negative
603,employment book,242,negative
603,good place,14,negative
603,nice tip stand crowd,337,negative
603,you,-1,negative
621,whose greed brutality,-1,negative
621,motivator,-1,negative
621,death,54,negative
621,masterful moving way,-1,negative
621,rage,412,negative
621,fact blind sexual response,44,negative
621,hormone,-1,negative
621,pure lust anything,222,negative
621,father,28,negative
621,close proximity man,182,negative
621,complicated excellent story,2,negative
621,reptile businessman,-1,negative
621,man,305,negative
621,people,148,negative
621,decent man gruff exterior,-1,negative
641,book,16,negative
641,many question,209,negative
641,alot,-1,negative
648,short tell,183,negative
648,disappoint book life dane,-1,negative
648,he,101,negative
648,drama time,153,negative
648,physical mental abuse dane,265,negative
648,unexpected ending,402,negative
648,book muchonce edward,-1,negative
648,character tell story surprise,335,negative
648,plot spoiler,87,negative
648,horror book,80,negative
648,one best horror book,80,negative
648,karma,-1,negative
648,what,-1,negative
648,book,16,negative
648,another great book edwardi,-1,negative
648,job,115,negative
648,child horrific,-1,negative
648,skin crawlor teeth,109,negative
655,kirbys,-1,negative
655,plenty twist turn,275,negative
655,story,2,negative
655,already done suffice,-1,negative
655,often bizarre story,-1,negative
655,whose world,72,negative
655,good oldfashioned mystery murder,0,negative
655,first novel,-1,negative
655,reader toe,-1,negative
655,fairly certain second book,259,negative
655,completely different seb kirby,8,negative
662,mouth,109,negative
662,part,61,negative
666,read,143,negative
666,however started book,68,negative
666,next chemistry character,8,negative
666,arc copy,557,negative
666,author pirate bookok,-1,negative
667,way,119,negative
667,weldon brother,52,negative
667,bad boy,111,negative
674,three asap,-1,negative
689,agent,105,negative
689,harsh trained elite,547,negative
689,little ira,100,negative
689,little wiggle,100,negative
689,toss,-1,negative
689,special superb,-1,negative
689,roomcolonel rachel ullman israel,4,negative
689,negotiation harsh country,-1,negative
689,revenge israel,133,negative
689,course,-1,negative
689,assistance interrogation method,-1,negative
689,many front character,8,negative
689,ibraham albari palestinian birth,-1,negative
689,u part plan,61,negative
689,new meaning,-1,negative
689,iraq afghanistan plan,-1,negative
689,two different countriesmost,27,negative
689,living lebanon,27,negative
689,oneall excellent read action,-1,negative
689,many year mouse prefers,291,negative
689,anyone,271,negative
689,scoop,227,negative
689,many year,291,negative
702,lobotomy victim,123,negative
702,still alive killer,0,negative
715,great book,45,negative
715,need,468,negative
715,haunting bride curse insecurity,-1,negative
715,bare bone story tweaking,2,negative
715,doomed future emphasis setting,332,negative
715,tension switch focus life,-1,negative
715,motif,-1,negative
715,tight sibling bond hint,-1,negative
715,pacing,238,negative
715,solely based thought,-1,negative
715,unhallowed ground short study,-1,negative
715,gloom doom plot,-1,negative
715,henry anger,134,negative
715,decision,37,negative
715,emotion truth character,89,negative
715,gothic fiction,80,negative
715,internal dialogue secret past,35,negative
715,tradition,-1,negative
715,something,-1,negative
715,reader,21,negative
715,conclusion,462,negative
715,sinister hint,-1,negative
715,development,225,negative
741,book,16,negative
741,new fire,176,negative
741,anything,106,negative
741,money,-1,negative
747,problem,53,negative
747,problem sign,519,negative
747,depression emotional problem,207,negative
747,certain type child,23,negative
747,exhibit low selfesteem inability,243,negative
747,loneliness ectread guide,-1,negative
747,anyone victim,123,negative
759,stain towel,283,negative
759,book freebie,331,negative
759,distilled water lot,169,negative
759,anything,106,negative
776,horrible management,-1,negative
776,star,20,negative
776,order,67,negative
776,money,-1,negative
776,you,-1,negative
810,year,291,negative
810,rule half earth,-1,negative
810,japan attack ussr usa,70,negative
810,slightly less absurd notion,-1,negative
810,almost laudatory portrayal,-1,negative
810,every axis event,135,negative
810,struggle,196,negative
810,author transition peace,1,negative
810,britain,27,negative
810,german rule u response,397,negative
810,surprise,280,negative
810,baseball idea,302,negative
810,canada,27,negative
810,right ally,-1,negative
810,author,1,negative
810,long lesbian part,264,negative
810,russian welcomed liberator,173,negative
810,historical change,10,negative
810,biggest mistake war,137,negative
810,arm,356,negative
810,building,546,negative
810,british troop colony,-1,negative
810,operating death camp,407,negative
810,real reason german failure,-1,negative
810,nazi atrocity chooses,397,negative
810,never answeredmy suggestion,-1,negative
810,nothing,106,negative
810,ten million men,138,negative
810,editor drop,85,negative
810,real question,209,negative
846,exhilaration personality,385,negative
846,combat experience,232,negative
846,reality fear,50,negative
846,author,1,negative
846,flaw strength combat hero,574,negative
856,enjoyed worked difference,-1,negative
856,series,3,negative
856,something,-1,negative
856,michael simon,341,negative
856,tension,-1,negative
856,previous book,-1,negative
857,day,82,negative
857,book know thought group,31,negative
857,liberty set,-1,negative
857,book,16,negative
857,status america,27,negative
857,heartwarmingthat,49,negative
857,author,1,negative
860,face,155,negative
860,premature provisional starsi,20,negative
860,circulation brain etcthank,-1,negative
860,timely howto vexing issue,-1,negative
860,revise review,13,negative
862,book talking book,-1,negative
862,hard time,196,negative
862,u girlnot,5,negative
862,damned author,1,negative
862,mess,313,negative
862,better rating,436,negative
862,author,1,negative
871,strong physical attaction,-1,negative
871,evil,75,negative
871,jake witch healing power,-1,negative
871,witch convention,191,negative
871,mowarts,-1,negative
871,memory author,-1,negative
871,right start,151,negative
871,hotel,296,negative
871,memorable story,-1,negative
871,jake,306,negative
871,evil deed,75,negative
904,someone,25,negative
904,wet seat,208,negative
913,real reason,41,negative
913,relatively minor character reader,-1,negative
913,leaving room,66,negative
913,spent time,-1,negative
913,star idea,20,negative
913,outi,12,negative
913,many many grammaticaltypographical error,99,negative
913,minority opinion book,-1,negative
913,doubt,-1,negative
913,book main focus,-1,negative
913,totally unacceptable unsatisfying,-1,negative
913,blatantly setting end,60,negative
913,journey author,371,negative
913,cop,43,negative
913,angry frustrated,134,negative
913,way,119,negative
913,potential story,-1,negative
913,star,20,negative
913,possible sequel,223,negative
927,connection chandler alana,-1,negative
927,alana,-1,negative
927,three book,442,negative
929,amateur sleuth,-1,negative
929,murder friend,0,negative
929,one minute,56,negative
929,granny,491,negative
929,he,101,negative
929,granny smith investigates,-1,negative
929,husband stanley,-1,negative
929,decent murder mystery,0,negative
929,fact,58,negative
929,unnecessary verbiage,-1,negative
929,edith ediths,-1,negative
929,author,1,negative
971,extort touch,120,negative
971,walmart,181,negative
989,fair short read,248,negative
989,pretty hurtful thing family,-1,negative
989,fact,58,negative
989,heroine,197,negative
989,ex,-1,negative
1001,patient life new life,-1,negative
1001,life,26,negative
1001,career place,-1,negative
1001,break marriage,140,negative
1001,unwise decision,37,negative
1001,rural community rcmp,43,negative
1001,incompetent egotistical physician partner,93,negative
1001,resource alex,-1,negative
1005,misleading,84,negative
1005,weak book boring,-1,negative
1005,suck sigh hate author,-1,negative
1005,book opinion,-1,negative
1005,amanda book,212,negative
1005,good thing time,-1,negative
1005,m lee,6,negative
1005,liam,-1,negative
1005,everything,106,negative
1005,small town girl merit,7,negative
1005,loved book,45,negative
1005,sense way,459,negative
1005,handle signature hollywood scandal,58,negative
1005,book,16,negative
1005,charactersstoryline character,8,negative
1005,content,-1,negative
1005,missouri tad,7,negative
1005,casey situation casey,-1,negative
1008,dekker,-1,negative
1008,imreadingthis series,3,negative
1015,tailgating,77,negative
1015,favorite type book,-1,negative
1015,international thriller genre,178,negative
1015,interesting beginningin,151,negative
1015,mystery international thriller,178,negative
1015,who,-1,negative
1015,female fbi agent,105,negative
1016,potential purchaser,298,negative
1039,page,33,negative
1039,cliffhanger,-1,negative
1039,hybrid live etc wren,-1,negative
1039,terrificwhat author,1,negative
1039,story line,139,negative
1039,squeeze detail,226,negative
1039,sex scene,124,negative
1039,seven girl,5,negative
1045,inspects,315,negative
1045,he,101,negative
1045,human intervenes,-1,negative
1045,svitra,409,negative
1045,selia jaden,451,negative
1045,really good,-1,negative
1045,attacked selia,-1,negative
1045,nathan,-1,negative
1045,selia,451,negative
1045,jaden,451,negative
1045,jaden powerhungry brother keldar,451,negative
1045,book sing time,-1,negative
1045,character time,-1,negative
1045,human army commander,184,negative
1045,history huge amount information,-1,negative
1045,monstrous warrior,493,negative
1045,selia travel danger,451,negative
1045,selia life edge civilization,451,negative
1045,believablythe storyline,117,negative
1045,know jaden,451,negative
1045,sight svistra,287,negative
1045,every time,10,negative
1045,small tavern run,7,negative
1045,men,138,negative
1045,love triangle,560,negative
1045,powerthe dynamic jaden selia,451,negative
1045,body figure,346,negative
1045,onpage payoff i,33,negative
1045,people,148,negative
1045,story worth time wish,307,negative
1045,leader people,570,negative
1045,treacherous magical land soldier,-1,negative
1045,place,14,negative
1045,healthas jaden recovers,-1,negative
1049,political correctness,64,negative
1049,militant islam,228,negative
1049,conceptually book lot value,316,negative
1049,hence ripe abuse,265,negative
1049,blatant racial religious extremism,228,negative
1049,necessary price order,67,negative
1049,farfetched population,148,negative
1049,st century war,70,negative
1054,alaska,7,negative
1054,palmer,-1,negative
1054,right m marisa chenery,4,negative
1054,matanuska glacier,-1,negative
1054,site reference show,381,negative
1054,research book,-1,negative
1054,chugach mountain near juneau,-1,negative
1054,fact,58,negative
1054,negative rating,436,negative
1054,book reedited asap,-1,negative
1056,attentionthe short story,91,negative
1056,neighborhood,7,negative
1056,story teenage girl,-1,negative
1056,time,10,negative
1056,real conclusion story,462,negative
1056,even page,33,negative
1056,anyone,271,negative
1056,adult,5,negative
1056,perspective teenage girl,5,negative
1056,cute boy,-1,negative
1068,sad one,-1,negative
1068,never tire reading,-1,negative
1070,page find,33,negative
1070,description,496,negative
1070,death child,-1,negative
1070,suspense,158,negative
1070,drama level,153,negative
1070,every parent,23,negative
1071,seth power,-1,negative
1071,second book,259,negative
1071,who,-1,negative
1071,worth author fine job,1,negative
1071,kid,23,negative
1071,downloading freeand,368,negative
1073,action,108,negative
1073,first chapter book,-1,negative
1073,attention,193,negative
1108,family,15,negative
1108,obvious villain,447,negative
1108,jenny learns,4,negative
1108,familiar place venicevenetian,14,negative
1108,everyone,271,negative
1108,sage advice,454,negative
1108,plot,19,negative
1108,secret go blabs,55,negative
1108,anything,106,negative
1108,zero side,266,negative
1108,person,25,negative
1108,day plot,82,negative
1108,frustrated lack action,-1,negative
1108,tough situation,-1,negative
1108,mind,31,negative
1108,parent innocence pop,514,negative
1108,benefit,-1,negative
1108,home live forest,92,negative
1108,hesitation,-1,negative
1108,speak concern,518,negative
1108,book,16,negative
1108,alchemist,464,negative
1108,ghetto,-1,negative
1108,door,76,negative
1108,front door,76,negative
1108,jenny protagonist,4,negative
1108,majority name,270,negative
1108,heck set author,1,negative
1108,nothing,106,negative
1108,common sense,459,negative
1108,heroine instance,197,negative
1108,master house people,71,negative
1136,tribal setting author,323,negative
1136,jeek jeek young man,5,negative
1136,suspicion,-1,negative
1136,end story,-1,negative
1136,reminder,-1,negative
1136,hama loss,-1,negative
1136,point,183,negative
1136,box tribe,323,negative
1136,death time ice kaye,107,negative
1136,neanderthal tribe hamapa,323,negative
1136,social cohesion,-1,negative
1136,comment,234,negative
1136,several member tribe,323,negative
1136,resentment mistrust member tribe,323,negative
1136,issue deal,156,negative
1136,killer hama,-1,negative
1136,others,422,negative
1136,ice,107,negative
1136,story satisfied way thread,2,negative
1136,north america,27,negative
1136,story,2,negative
1136,many tragedy,161,negative
1136,tribe,323,negative
1136,end optimistic note,60,negative
1136,partlythe novel,532,negative
1136,ongoing pressure climate change,107,negative
1136,temporal genetic difference,-1,negative
1136,last ice age,107,negative
1136,modern homo,-1,negative
1136,sometimes behaviour response event,-1,negative
1136,effort,398,negative
1136,character,8,negative
1136,long time,264,negative
1136,shortage game,575,negative
1136,young men,-1,negative
1136,difficulty,196,negative
1136,obvious conclusion draw,462,negative
1136,good reason,41,negative
1136,murder female leader,0,negative
1136,later harm,-1,negative
1136,future tribe entire specie,323,negative
1136,four star,20,negative
1136,character motivation,-1,negative
1136,bei,-1,negative
1136,winter season external pressure,107,negative
1136,tribethis true none,323,negative
1136,previous ice age,107,negative
1136,border predictable stereotypical hand,159,negative
1136,end era,60,negative
1136,two member tribe,323,negative
1136,struggle tribe,323,negative
1136,george modern tale,-1,negative
1136,enga twin ung outsider,52,negative
1136,outsider,55,negative
1136,integral member tribe,323,negative
1136,former hama suspicion,327,negative
1136,several character,8,negative
1136,engas preoccupation,64,negative
1136,firmly rooted european landscape,-1,negative
1136,lead quest,122,negative
1136,intelligent prepared think,-1,negative
1139,great sad hard put,235,negative
1139,nd book,-1,negative
1139,live life,26,negative
1139,anyone,271,negative
1145,self read bet problem,517,negative
1145,book,16,negative
1145,trash,-1,negative
1152,gabriel lacey john,-1,negative
1152,favourite genre,347,negative
1152,john backstory,489,negative
1152,prostitute beheading mutilating body,-1,negative
1152,unexpected nd book,-1,negative
1152,sheer depravity,-1,negative
1152,hell door nightclub,113,negative
1152,local female pimp ramsay,-1,negative
1152,winner,-1,negative
1152,author,1,negative
1154,steam page,-1,negative
1154,author,1,negative
1173,one solid star,20,negative
1173,fbi cdc cia,105,negative
1173,bouchard tale home invasion,70,negative
1173,dominated men,138,negative
1173,one finger,120,negative
1173,prior tell,183,negative
1173,photograph body,346,negative
1173,well worth price,-1,negative
1173,four local cop,43,negative
1173,legal thriller,178,negative
1173,men orgy,138,negative
1173,additional jet volume star,20,negative
1173,past skill,211,negative
1173,eye,42,negative
1173,another good read,131,negative
1173,largest shopping mall star,181,negative
1173,last book,-1,negative
1173,one men,25,negative
1173,delilah complex mj,-1,negative
1173,every sense word,-1,negative
1173,nine volume sasha mccandless,4,negative
1173,blurb book,-1,negative
1173,collection star,20,negative
1173,graphic sex language starsoverall,64,negative
1173,two former associate,182,negative
1173,crazy flower child hippy,23,negative
1173,melissa f miller,4,negative
1173,star,20,negative
1173,rest star,-1,negative
1173,husband,59,negative
1173,rather graphic language star,-1,negative
1173,murder investigation picture,0,negative
1173,rather mystery thriller,178,negative
1173,cure sight,39,negative
